sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ACADSB	26.4290606209403	27.2766349691762	26.6825480377584	25.5690148221792	26.5754853771259	27.8875822108188	27.3020543605922	26.6639555380387	25.6902750019364	25.9647982880211	26.1768927877635	26.9654318922275	26.7665808725453	28.9500017822479	26.2291898910089	26.3681100496709	27.7229894439823	26.0075958809137	26.0961288291489	24.8158049359104
ACADVL	27.2117871244417	27.1534828908672	27.032406649959	27.1106575581075	27.0785408035708	27.1363081779189	28.1281120286605	27.5009171620789	27.7037608478991	28.3836121479253	27.188958882353	27.8249528404468	27.9027063138878	28.2036998502932	29.0305959227737	27.833485982677	28.072608842723	27.6515756204146	26.9423224682033	26.9864536482069
ACAN	22.1131828453942	21.3132645140308	21.6720323594285	21.5121823646283	21.7622864635368	20.988206932208	22.2359117586986	22.5498717353008	22.289157390206	21.3774471499843	21.7252359932798	20.8338207135829	22.4642400333667	22.928181112478	21.8896099047555	21.7646353076559	21.9214170278755	22.1207375636616	22.6783277089554	20.8554958467212
ACAP1	21.8427481313831	23.2007863519297	22.87839539338	23.4783321966758	22.7295022909878	22.6744175709832	22.4500740274233	22.4485193384615	23.2551442974507	22.5782687235233	21.4093062471339	23.2228624747001	22.5717701469389	21.7291516114972	22.4308366949936	22.702999025601	21.217639078383	22.8355131121205	22.7264067332358	23.1062643337158
ACAP2	24.9310530104087	24.9288970175793	24.7314155937754	25.1214440331321	24.9208292224584	24.9919591526345	25.0054880899114	24.9967089582217	25.1644197923856	24.9249070071643	24.7547191712556	25.1047623516096	24.8193164959009	24.9704439494455	24.6297323067068	25.0410670215192	24.4202367633163	24.3517654926877	25.0205766136369	25.5715448541463
ACAP3	20.3581919498536	19.7180479215778	20.2446926041891	19.8465180794229	20.4578135058723	20.2325417622989	20.6167359022542	20.2543196112548	20.6520417982079	20.160880419293	20.6233029454276	20.0774134870542	20.0212442096035	19.8121182420675	20.0718437373444	20.5299189395655	20.1276375550476	19.659397262124	20.1194269610535	20.3010122343403
ACAT1	27.2534072057237	27.5899202503244	27.7693494022387	27.5769269027208	27.9717889276511	28.1358238328324	28.5122432696815	27.5049447090379	27.8191354158316	28.7414366758548	27.4452239908566	28.1277339596105	28.1189811866586	28.8610622365854	28.5953873383417	27.8000433454577	27.6039549176442	28.1830578110138	28.3351363358149	28.0696457591878
ACAT2	25.673834373992	25.8350135402452	25.689662369564	26.0298785098755	25.9692704355956	27.2096128575661	26.1475812407003	26.2891242783059	26.0849826377598	26.0478366698241	25.7088626302406	25.9417825233519	25.9884029815231	26.2773608111431	26.3174194348221	26.245810398746	26.4424172826537	25.7385611827511	24.9387872057035	26.395315326559
ACBD3	26.523755333488	26.7201113256513	26.6708743840783	26.1740598940137	26.446586858906	27.0397835795823	26.6074004217961	26.9459414264743	26.7487330450041	26.6965365156766	26.7684394695889	26.5594164336959	26.9647470203377	26.3133541183631	27.0626083363655	26.9248287215572	26.679368541658	26.7845580801747	26.4860461958809	26.5743377147978
ACBD5	23.4781241482519	23.96068853835	24.2952904139517	23.6554857227205	23.1860424868222	23.7081226827241	23.2795622562551	23.8345776996742	23.6376154008218	23.0661137919138	24.8188537504626	23.4410286158685	22.8260226055695	23.2062628841556	23.6714224497852	23.4024774434011	24.9239944346507	23.4389705793547	24.0648131384889	24.086371371137
ACBD6	24.0534855082419	24.0123788913198	24.1268624126832	23.6763791309886	23.87542751423	24.6324824088876	24.2316842392955	23.8020688458437	23.9237572022866	23.9679289881938	24.4683853788269	24.0330503249659	24.0897726902862	24.117840271733	24.2941906248004	23.9266158371515	24.0664336545832	24.3337451465226	24.6686867251729	24.2161412202543
ACBD7	21.2256105770436	22.7252119220199	21.8704666157106	22.6397723813259	20.8381083147019	21.1602657613769	21.5238299554966	20.7283228110692	20.2837016081097	21.0848704687106	21.4914913939782	20.4317826475911	21.6989559391691	20.7472198632473	21.5311334257388	22.2000010180025	21.9161352984013	22.8826415638467	20.105195143126	22.2520714035017
ACCS	19.5021770081671	21.2734653125043	20.7117506198735	21.1019803871835	20.1219636722472	20.9788708083215	19.4919073627825	20.1105995910071	18.9743654003088	17.3102552504043	20.3315029218019	19.2104235764111	18.743774822418	20.2848638587223	19.3932745557259	20.6424221106025	20.5182050182202	18.6416806116098	20.8474248607016	19.1000381515674
ACD	20.2902111112088	20.7410440420038	20.3043261911803	20.4975763734481	20.8217965188475	20.9398057222807	20.7786010461421	20.600501283333	20.5747881935028	21.2853509008345	20.7932274492054	21.247424718408	21.006084736378	21.0865676692713	21.0085217434079	20.840293669732	20.9970811091716	21.3099717189268	20.4375360063343	21.0659851544798
ACE	22.858328931158	22.3965829446856	22.4185644457241	22.2253231628197	23.3887175261214	22.5258027264274	22.1295423229779	23.1133135653858	22.6707447653101	23.2353353475787	21.9769889293959	22.4371966533728	21.9384727102778	21.7659363986447	22.3130343271111	22.0363545054243	22.9102083552315	22.1511175849219	21.399329651714	22.1733309240167
ACE2	20.0179716158307	19.8332823248058	20.0580017086542	20.0813924305482	20.0729339694153	20.1717487403785	19.5680085549662	20.1016954117168	20.4459066139701	21.5618911844537	19.6183837890108	21.6985063857343	19.8588965093806	19.4756112424392	19.9624106350619	19.7480017525075	19.2302610755718	20.1504959212446	18.8006868625739	19.4548842765696
ACIN1	27.2631367082195	27.2855237301276	27.3662076897562	27.3656919494216	27.2079243166761	27.0230082685933	27.3563125913759	27.1122141934818	27.0461925689698	26.9598236562862	27.3633476679855	26.9455903581964	27.4466442800209	26.9503239438888	26.9522435919201	27.2624672052764	27.4327017251913	27.1070549837233	27.5070178630263	27.1081297153843
ACLY	28.1501128464097	28.1051226032869	28.2067505581477	27.6870664429698	27.736774463211	27.572646295394	27.7211024817427	28.1862949423964	27.9853962794483	27.5134621249452	27.9153957296008	28.2689367106593	28.1557174136327	28.7729404737263	28.1475548073496	28.1972227358545	28.3589492245457	27.5961849104717	27.7180069621749	28.5422513889918
ACO1	26.4758738075884	26.2200457434491	26.5753424081163	26.3653391573948	27.3382588731666	27.1478423438688	27.5751211081165	26.917978045475	27.2368728312761	27.8555714870901	27.4883885329765	27.2136342571764	27.2358812398233	26.399740443716	27.1725154199224	27.299037528279	27.2106394684464	26.5206847120856	26.1266461236369	26.9798510305732
ACO2	27.7803551478517	28.0039552640783	27.7793510865295	27.9021238982722	27.8322547167553	28.3334262746893	28.2411614909784	28.5450227897711	27.9283136404025	28.6474310800954	27.3728245028078	28.6517673124512	27.9838892636614	29.039091528901	28.6553689461647	28.2620476207393	28.3553881166364	27.904545281232	27.9128797008342	27.9815971852748
ACOT11	22.7316514312563	22.3190584206397	22.9286263099495	23.7155389212667	22.9669468404712	22.4065805352163	22.6326928949175	22.3997233337681	22.9784394835634	22.7419621456917	22.7089753314966	22.4602975857924	22.2138340449931	22.4587962195531	23.1075844762193	22.3132106530293	22.926883424341	24.0533797533986	23.5676780298377	22.5473935667709
ACOT13	25.4624832401983	26.0968374435741	25.9845806653159	25.92307563614	25.9526462992291	26.8137943059809	26.4181671218389	25.6831521372087	26.3072210687099	26.2460280210903	25.9360327779701	26.7582771717266	26.2803244392146	26.8261351780345	27.5528794932404	25.9948477411533	26.1134031503617	26.6452624507393	25.8490840772649	26.5733375308281
ACOT2	22.2080354154533	21.8158200294931	22.5925899270376	21.7116857084925	22.6647731899957	21.9771927235354	22.8103354448349	23.1241957133357	22.3812091244173	24.1819012306757	22.3053240468616	22.5675595288891	23.1638981231009	22.8073911757153	23.1656420025243	22.4501243337028	21.6759629189487	22.3966496602105	19.0151713749791	22.3457553094507
ACOT4	21.6936893209457	21.3555601504958	21.4805417744236	20.8491244729204	21.6150545307668	21.7350910584158	20.9826429763512	22.0038833773992	21.6415292750766	21.3097302412299	21.2460299230657	21.9212093679002	21.8958734007871	21.6601689398036	20.9785422911139	21.784487778074	21.7047253510839	19.8596113106826	21.2461026708209	21.4229298424912
ACOT7	26.3698061661898	26.6565553951775	26.345845638185	26.5099970458914	26.3197547998448	26.1173442385174	25.4730830981894	25.908461917366	26.5187450480217	25.6378539359757	26.1668067895046	26.3481227910414	25.5481736050639	27.2982207688424	26.8538262325595	26.3958782248576	27.1248541044466	26.8552118454668	26.1695857000671	26.6457609324483
ACOT8	23.2830981424056	23.6610202136359	23.4057940633241	23.7322145149872	23.5533888176406	23.6288584311153	23.0618678320977	23.3134503947332	23.6447447735018	23.2616721223833	24.1180214495889	23.5986399017966	23.8193585639476	24.111479993796	23.3927946453335	24.2240375840733	23.9659391377606	23.5081743525919	23.1259950161615	23.6347639438719
ACOX1	25.59184483608	26.0166127410911	25.7589390217773	25.1980324845508	25.4136033630888	27.1582300004568	25.8363979162293	25.6446458584846	26.7428201772501	26.1433854789534	25.2925911918774	25.8431057871282	26.1219604869616	26.2806482921594	26.4253157818552	25.7045103183116	26.5586774672882	25.9971412473996	25.246812721107	25.9038123731695
ACOX2	23.3673188881507	22.7692700351646	22.9983593579104	22.3975580712314	23.2780745015353	23.5269826869348	22.9885772109447	22.3207988497655	24.1060462163802	23.404241631716	22.5855064092773	23.1519636907831	22.6620887162314	24.61289953998	23.1246670215603	23.2169277436609	22.2321169839359	22.7031392133767	22.7778320695553	22.4284329363296
ACOX3	24.2359212818691	23.8334668074846	24.48793727539	23.3151770544035	23.9637108437711	25.6767407210845	23.7672872860181	25.2704289164437	23.5463057657847	24.121295850547	24.5474149416633	23.5305827457917	24.5457276828977	24.5450103288541	23.9523530443749	25.510238677606	24.7156543871242	23.3601234906182	23.4506984743091	23.9413005121749
ACP1	26.6614505256988	26.0412592595227	25.5383313919501	26.6585841320308	26.2526011082388	26.4272266589416	26.3834857836919	26.3997296550658	26.357397063961	26.2410898536384	26.1059248966919	27.0068102017496	26.4669876033728	26.8740959698114	26.60941223577	26.4842209371644	26.5327590473946	26.4261754463158	25.9187657985907	27.0310038345211
ACP2	25.3921667681876	25.4244204177164	25.0165275263773	24.7801040897615	25.7895107164372	24.7973385895065	25.5140115614261	24.7463631092072	24.9534169336618	25.6978096207946	24.5503359472632	25.1794804856816	24.8691044383347	24.6589235784533	24.9102843999142	24.3480883386199	25.2572822787134	24.5504745881433	24.4959023843475	24.5559965218657
ACP3	20.719713913411	20.3322766161939	20.7057106642785	20.0209547588928	21.556450149536	21.4198253894364	20.4715497757544	20.3444860477462	21.1302613609097	21.002176014582	19.6552490549122	24.1215736335394	20.6997206245417	20.4141750429792	21.2940152200558	21.666289364957	21.2696068763852	20.2706757870934	19.6912349758514	20.0798637780238
ACP5	22.9742251371024	23.5547883122541	24.1742853676202	24.2036961951588	24.0021578550953	24.3772794882311	23.3080370010509	23.3788292115979	24.1807682341344	23.7161084647827	22.6545793052186	24.5648839193736	23.0243345873865	23.5689143151053	23.4121569880649	22.9142524000457	23.2119613047542	22.9271154498304	23.3030929126196	23.6390465470808
ACP6	23.6605142617222	22.8731213729107	23.3284924754692	22.4323426219171	23.2998329837203	25.1343381018844	23.3674749633322	23.5679077589642	22.5674602227406	22.9483114222868	23.4643093293398	24.4947541272411	23.3715821008256	23.5991065566709	23.702403286119	23.178938104737	22.9799115868969	23.4784567940989	22.7506593466989	23.6327097567598
ACSF2	25.8107407052732	24.7300025775215	25.4270155933063	25.1051969129953	26.0355753324984	26.6066185218222	25.4804472430214	27.0277433336889	25.1441347470127	26.3681053958437	25.4165446157903	26.8978450658415	25.8790140754858	26.1338283011793	25.0151889657218	25.9407574950797	25.7383316059003	24.8612652915323	26.0526736094817	24.2891239552356
ACSF3	23.8696537451564	24.7282532263165	24.2700046986568	23.9153133556854	24.3367981914737	24.8419450708549	24.3324016083056	24.5310050967438	24.6451706393259	25.074005551717	23.7554411088274	24.9054557822569	24.682323821127	24.9948360496227	24.8662437236998	24.3615027130575	24.1956876005836	24.2727718990557	24.9413923115696	24.6994919553325
ACSL1	26.2826169889339	25.8499399411518	25.9793045347384	26.7049255509989	25.6576221284853	27.7239604191861	25.7844034227612	26.0861338477416	26.7792303519472	27.9175881334755	26.8552523255817	26.6492363734869	26.2297685785725	26.2366125946067	27.1268382756226	27.1129539449105	24.6719566274673	26.3861355831494	25.3563356721389	27.3016740203259
ACSL3	25.3377353149834	25.4631070538795	25.5747114058963	25.6491904085487	25.0562415475449	25.1012676963569	24.5934446551222	25.9674350314371	25.701673215048	24.8006549904095	25.8960244628911	27.1604837549418	25.0732694405749	25.2236319998743	25.5971751306556	25.7467504770117	26.2672397072302	24.9787026648868	25.0381622702539	24.8467591277666
ACSL4	24.4679327910096	24.5820092429876	24.5936632487279	25.2829352603181	24.8626213433556	24.3665357020564	24.5704159945439	24.6832846776956	24.9505688279681	25.0327610927686	24.2241325666491	24.4656198361255	24.6675043857147	23.9358522780692	26.5335190373117	24.3666388559525	23.4789895707968	25.1154057040819	23.997533934969	25.0318117275696
ACSL5	23.1770108220228	22.4640088760994	23.0198660608819	23.7746629291948	22.5336935239353	22.2570056427605	22.2014542761597	22.330974242394	22.7289659233891	23.2096436404028	21.9326440725611	23.0122934869876	22.5786612073264	22.0350647305567	22.6286520552672	23.1248635539132	21.6000222132298	23.2299601712604	21.1660938792832	22.6006069306055
ACSS1	25.4881732469935	25.5130040373507	24.8667122845927	25.5367777048856	24.3350050115276	25.9348050502154	25.1025145436498	24.4996222785648	24.6093086923734	26.2197197808966	24.2475799127827	25.1331397905018	25.7532336479515	25.7789374754982	24.965386884795	26.067146530902	24.267342259431	24.9023210143665	25.1996531595189	24.8734320930239
ACSS2	25.0109513692497	24.7637375852617	25.3930003990734	24.4998517843095	25.1257728978886	24.8873098016751	25.0776309981632	25.1026123281445	24.9316203648824	25.8017806031012	25.1312215792026	27.2179787631422	25.1364867517597	25.181961529437	24.9820997998329	25.3540363344798	25.0065124249106	25.4362882753893	25.3802851528875	24.6900872459611
ACSS3	24.1588544191642	24.1858160820411	23.6745103837331	23.1237387430093	23.3517894231818	23.6676094499362	23.8549926116832	24.2791317157032	23.7930165103108	25.6030950473216	23.1918074367741	25.3461338604564	23.6861845513671	25.6849173447267	23.6498174465165	23.6645106087177	23.89304828469	23.3252757530741	24.2928685201646	22.4432697630889
ACTA1	23.6621886456464	22.3508630209394	23.2258710089669	22.4169034856512	23.7741278219993	23.6449691428282	24.3818497937795	23.6533822811241	23.5242709379629	23.9249501337964	23.7897174229863	23.6934771732162	24.0718185338684	23.537148179924	24.0193484106467	23.5442507970207	23.0444820517325	23.5077599041308	22.5650273838252	23.7366131852481
ACTA2	23.47728977354	22.3754113581756	21.9872810371968	22.0382172677192	23.4706565824651	23.1226623668961	23.6376191603531	23.8635979876476	23.922342638087	23.7157465257188	24.5250356670125	23.0377998901375	24.01085080737	23.0670572615539	23.3303813252518	23.2893152704874	22.5004994396681	23.4894694667586	24.1138239309133	22.7440013191548
ACTB	30.8510579023953	30.4145446045367	30.0524822162597	30.541840813892	30.9382560167917	30.7149062638877	30.9997593102488	30.6009060963235	31.3157699772683	30.9863920174143	30.9321491153411	31.0515446868078	31.2122739293748	30.409215679416	31.2438783236219	30.7852909838288	29.6600676329856	30.7791469381033	30.993912943075	30.9374083600354
ACTBL2	26.4599904940955	26.2214227000136	26.1071297734511	26.4421455514296	26.6766875693073	26.4559267024437	26.5594159119897	26.5588816839547	26.8740730584418	26.9078072394465	26.7856764067986	26.6685658324926	26.5789785778155	26.3496506499747	26.9892467381551	26.6956877235254	26.051623573843	26.6545932260322	26.1130996395923	26.7075388335542
